produto,produto_nome,ocorrencias,rotulo
"245005 | CHASSI PARA RADIOGRAFIA, MATERIAL:PLÁSTICO ABS, TAMANHO:35 X 35 CM, APLICAÇÃO:EQUIPAMENTO DE RAIO X, CARACTERÍSTICAS ADICIONAIS:COM ECRANS E JANELA IDENTIFICAÇÃO, BASE VERDE,","245005 | CHASSI PARA RADIOGRAFIA, MATERIAL:PLÁSTICO ABS, TAMANHO:35 X 35 CM, APLICAÇÃO:EQUIPAMENTO DE RAIO X, CARACTERÍSTICAS ADICIONAIS:COM ECRANS E JANELA IDENTIFICAÇÃO, BASE VERDE,",1,"245005 | CHASSI PARA RADIOGRAFIA, MATERIAL:PLÁSTICO ABS [P0047]"
"245006 | CHASSI PARA RADIOGRAFIA, MATERIAL:PLÁSTICO ABS, TAMANHO:35 X 43 CM, APLICAÇÃO:EQUIPAMENTO DE RAIO X, CARACTERÍSTICAS ADICIONAIS:COM ECRANS E JANELA IDENTIFICAÇÃO, BASE VERDE,","245006 | CHASSI PARA RADIOGRAFIA, MATERIAL:PLÁSTICO ABS, TAMANHO:35 X 43 CM, APLICAÇÃO:EQUIPAMENTO DE RAIO X, CARACTERÍSTICAS ADICIONAIS:COM ECRANS E JANELA IDENTIFICAÇÃO, BASE VERDE,",1,"245006 | CHASSI PARA RADIOGRAFIA, MATERIAL:PLÁSTICO ABS [P0048]"
"245839 | ARTICULADOR ODONTOLÓGICO, MATERIAL:METAL, TIPO:CHARNEIRA/GARFO, CARACTERÍSTICAS ADICIONAIS:COM MOLA","245839 | ARTICULADOR ODONTOLÓGICO, MATERIAL:METAL, TIPO:CHARNEIRA/GARFO, CARACTERÍSTICAS ADICIONAIS:COM MOLA",2,"245839 | ARTICULADOR ODONTOLÓGICO, MATERIAL:METAL, TIPO [P0049]"
"246017 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁVEL, TIPO USO:REUTILIZÁVEL, TAMANHO:14, FINALIDADE:ISOLAMENTO ABSOLUTO DO DENTE","246017 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁVEL, TIPO USO:REUTILIZÁVEL, TAMANHO:14, FINALIDADE:ISOLAMENTO ABSOLUTO DO DENTE",13,"246017 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁV [P0050]"
"246018 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁVEL, TIPO USO:REUTILIZÁVEL, TAMANHO:26, FINALIDADE:ISOLAMENTO ABSOLUTO DO DENTE","246018 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁVEL, TIPO USO:REUTILIZÁVEL, TAMANHO:26, FINALIDADE:ISOLAMENTO ABSOLUTO DO DENTE",12,"246018 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁV [P0051]"
"246019 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁVEL, TIPO USO:REUTILIZÁVEL, TAMANHO:27, FINALIDADE:ISOLAMENTO ABSOLUTO DO DENTE","246019 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁVEL, TIPO USO:REUTILIZÁVEL, TAMANHO:27, FINALIDADE:ISOLAMENTO ABSOLUTO DO DENTE",1,"246019 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁV [P0052]"
"246020 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁVEL, TIPO USO:REUTILIZÁVEL, TAMANHO:212, FINALIDADE:ISOLAMENTO ABSOLUTO DO DENTE","246020 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁVEL, TIPO USO:REUTILIZÁVEL, TAMANHO:212, FINALIDADE:ISOLAMENTO ABSOLUTO DO DENTE",11,"246020 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁV [P0053]"
"246021 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁVEL, TIPO USO:REUTILIZÁVEL, TAMANHO:202, FINALIDADE:ISOLAMENTO ABSOLUTO DO DENTE","246021 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁVEL, TIPO USO:REUTILIZÁVEL, TAMANHO:202, FINALIDADE:ISOLAMENTO ABSOLUTO DO DENTE",7,"246021 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁV [P0054]"
"246022 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁVEL, TIPO USO:REUTILIZÁVEL, TAMANHO:W2A, FINALIDADE:ISOLAMENTO ABSOLUTO DO DENTE","246022 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁVEL, TIPO USO:REUTILIZÁVEL, TAMANHO:W2A, FINALIDADE:ISOLAMENTO ABSOLUTO DO DENTE",4,"246022 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁV [P0055]"
"246023 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁVEL, TIPO USO:REUTILIZÁVEL, TAMANHO:14A, FINALIDADE:ISOLAMENTO ABSOLUTO DO DENTE","246023 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁVEL, TIPO USO:REUTILIZÁVEL, TAMANHO:14A, FINALIDADE:ISOLAMENTO ABSOLUTO DO DENTE",14,"246023 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁV [P0056]"
"246024 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁVEL, TIPO USO:REUTILIZÁVEL, TAMANHO:206, FINALIDADE:ISOLAMENTO ABSOLUTO DO DENTE","246024 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁVEL, TIPO USO:REUTILIZÁVEL, TAMANHO:206, FINALIDADE:ISOLAMENTO ABSOLUTO DO DENTE",20,"246024 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁV [P0057]"
"246025 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁVEL, TIPO USO:REUTILIZÁVEL, TAMANHO:W8A, FINALIDADE:ISOLAMENTO ABSOLUTO DO DENTE","246025 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁVEL, TIPO USO:REUTILIZÁVEL, TAMANHO:W8A, FINALIDADE:ISOLAMENTO ABSOLUTO DO DENTE",17,"246025 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁV [P0058]"
"246116 | CUNHA ODONTOLÓGICA, MATERIAL:MADEIRA, TIPO:ANATÔMICA, APLICAÇÃO:RESTAURAÇÃO ODONTOLÓGICA","246116 | CUNHA ODONTOLÓGICA, MATERIAL:MADEIRA, TIPO:ANATÔMICA, APLICAÇÃO:RESTAURAÇÃO ODONTOLÓGICA",28,"246116 | CUNHA ODONTOLÓGICA, MATERIAL:MADEIRA, TIPO:ANA [P0059]"
"246317 | BRUNIDOR ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁVEL, REFERÊNCIA:NR 33, APLICAÇÃO:ACABAMENTO EM RESTAURAÇÕES DE AMÁLGAMA","246317 | BRUNIDOR ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁVEL, REFERÊNCIA:NR 33, APLICAÇÃO:ACABAMENTO EM RESTAURAÇÕES DE AMÁLGAMA",12,"246317 | BRUNIDOR ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁVEL [P0060]"
"246863 | PINÇA CIRÚRGICA 1, MATERIAL:AÇO INOXIDÁVEL, MODELO:ENDOSCÓPICA UNIPOLAR, ROTATÓRIA, INTERCAMBIÁVEL, TIPO PONTA:BABCOK DUPLA AÇÃO, COMPRIMENTO:36 CM, TIPO CABO:SEM TRAVA, SISTEMA CLICK-LINE, CARACTERÍSTICAS ADICIONAIS:TUBO EXTERNO ISOLADO 5MM, COMPOSTA DE CABO,TUBO E","246863 | PINÇA CIRÚRGICA 1, MATERIAL:AÇO INOXIDÁVEL, MODELO:ENDOSCÓPICA UNIPOLAR, ROTATÓRIA, INTERCAMBIÁVEL, TIPO PONTA:BABCOK DUPLA AÇÃO, COMPRIMENTO:36 CM, TIPO CABO:SEM TRAVA, SISTEMA CLICK-LINE, CARACTERÍSTICAS ADICIONAIS:TUBO EXTERNO ISOLADO 5MM, COMPOSTA DE CABO,TUBO E",1,"246863 | PINÇA CIRÚRGICA 1, MATERIAL:AÇO INOXIDÁVEL, MO [P0061]"
"247648 | SACO ESTERILIZAÇÃO, MATERIAL:PLÁSTICO, CAPACIDADE:20 LITROS, APLICAÇÃO:ACONDICIONAR MATERIAL, COMPRIMENTO:60 CM, LARGURA:40 CM","247648 | SACO ESTERILIZAÇÃO, MATERIAL:PLÁSTICO, CAPACIDADE:20 LITROS, APLICAÇÃO:ACONDICIONAR MATERIAL, COMPRIMENTO:60 CM, LARGURA:40 CM",2,"247648 | SACO ESTERILIZAÇÃO, MATERIAL:PLÁSTICO, CAPACID [P0062]"
"247807 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁVEL, TIPO USO:REUTILIZÁVEL, TAMANHO:00, FINALIDADE:ISOLAMENTO ABSOLUTO DO DENTE","247807 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁVEL, TIPO USO:REUTILIZÁVEL, TAMANHO:00, FINALIDADE:ISOLAMENTO ABSOLUTO DO DENTE",8,"247807 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁV [P0063]"
"247808 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁVEL, TIPO USO:REUTILIZÁVEL, TAMANHO:205, FINALIDADE:ISOLAMENTO ABSOLUTO DO DENTE","247808 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁVEL, TIPO USO:REUTILIZÁVEL, TAMANHO:205, FINALIDADE:ISOLAMENTO ABSOLUTO DO DENTE",16,"247808 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁV [P0064]"
"247809 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁVEL, TIPO USO:REUTILIZÁVEL, TAMANHO:203, FINALIDADE:ISOLAMENTO ABSOLUTO DO DENTE","247809 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁVEL, TIPO USO:REUTILIZÁVEL, TAMANHO:203, FINALIDADE:ISOLAMENTO ABSOLUTO DO DENTE",9,"247809 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁV [P0065]"
"247810 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁVEL, TIPO USO:REUTILIZÁVEL, TAMANHO:208, FINALIDADE:ISOLAMENTO ABSOLUTO DO DENTE","247810 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁVEL, TIPO USO:REUTILIZÁVEL, TAMANHO:208, FINALIDADE:ISOLAMENTO ABSOLUTO DO DENTE",10,"247810 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁV [P0066]"
"247811 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁVEL, TIPO USO:REUTILIZÁVEL, TAMANHO:211, FINALIDADE:ISOLAMENTO ABSOLUTO DO DENTE","247811 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁVEL, TIPO USO:REUTILIZÁVEL, TAMANHO:211, FINALIDADE:ISOLAMENTO ABSOLUTO DO DENTE",17,"247811 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁV [P0067]"
"247812 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁVEL, TIPO USO:REUTILIZÁVEL, TAMANHO:8A, FINALIDADE:ISOLAMENTO ABSOLUTO DO DENTE","247812 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁVEL, TIPO USO:REUTILIZÁVEL, TAMANHO:8A, FINALIDADE:ISOLAMENTO ABSOLUTO DO DENTE",1,"247812 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁV [P0068]"
"247813 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁVEL, TIPO USO:REUTILIZÁVEL, TAMANHO:210, FINALIDADE:ISOLAMENTO ABSOLUTO DO DENTE","247813 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁVEL, TIPO USO:REUTILIZÁVEL, TAMANHO:210, FINALIDADE:ISOLAMENTO ABSOLUTO DO DENTE",11,"247813 | GRAMPO USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁV [P0069]"
"249870 | PINÇA CIRÚRGICA 1, MATERIAL:AÇO INOXIDÁVEL, MODELO:KELLY, TIPO PONTA:CURVA, COMPRIMENTO:14 CM, TIPO CABO:COM TRAVA, APLICAÇÃO:HOSPITALAR","249870 | PINÇA CIRÚRGICA 1, MATERIAL:AÇO INOXIDÁVEL, MODELO:KELLY, TIPO PONTA:CURVA, COMPRIMENTO:14 CM, TIPO CABO:COM TRAVA, APLICAÇÃO:HOSPITALAR",16,"249870 | PINÇA CIRÚRGICA 1, MATERIAL:AÇO INOXIDÁVEL, MO [P0070]"
"250176 | PINÇA CIRÚRGICA 1, MATERIAL:AÇO INOXIDÁVEL, MODELO:POZZI, TIPO PONTA:RETA, COMPRIMENTO:24 CM, TIPO CABO:COM TRAVA, CARACTERÍSTICAS ADICIONAIS:PARA COLO DO ÚTERO, APLICAÇÃO:HOSPITALAR","250176 | PINÇA CIRÚRGICA 1, MATERIAL:AÇO INOXIDÁVEL, MODELO:POZZI, TIPO PONTA:RETA, COMPRIMENTO:24 CM, TIPO CABO:COM TRAVA, CARACTERÍSTICAS ADICIONAIS:PARA COLO DO ÚTERO, APLICAÇÃO:HOSPITALAR",12,"250176 | PINÇA CIRÚRGICA 1, MATERIAL:AÇO INOXIDÁVEL, MO [P0071]"
"250311 | MÁSCARA, TIPO:ANTIALÉRGICO, TIPO USO:DESCARTÁVEL/ÚNICO, TIPO FIXAÇÃO:ELÁSTICO, APLICAÇÃO:EM CIRURGIAS, CARACTERÍSTICAS ADICIONAIS:GRAMATURA 30 G/M², TRIPLA CAMADA DE FILTRAGEM, FORMATO:RETANGULAR, COR:BRANCA","250311 | MÁSCARA, TIPO:ANTIALÉRGICO, TIPO USO:DESCARTÁVEL/ÚNICO, TIPO FIXAÇÃO:ELÁSTICO, APLICAÇÃO:EM CIRURGIAS, CARACTERÍSTICAS ADICIONAIS:GRAMATURA 30 G/M², TRIPLA CAMADA DE FILTRAGEM, FORMATO:RETANGULAR, COR:BRANCA",29,"250311 | MÁSCARA, TIPO:ANTIALÉRGICO, TIPO USO:DESCARTÁV [P0072]"
"250742 | CATETER INTRAVENOSO, MATERIAL:PVC, CALIBRE:16 G, COMPRIMENTO:35,50 CM, CARACTERÍSTICAS ADICIONAIS:TRANSPARENTE, ESTERILIDADE:ESTÉRIL, TIPO:RADIOPACO, COMPONENTES:AGULHA DE AÇO DE 5,10 CM","250742 | CATETER INTRAVENOSO, MATERIAL:PVC, CALIBRE:16 G, COMPRIMENTO:35,50 CM, CARACTERÍSTICAS ADICIONAIS:TRANSPARENTE, ESTERILIDADE:ESTÉRIL, TIPO:RADIOPACO, COMPONENTES:AGULHA DE AÇO DE 5,10 CM",43,"250742 | CATETER INTRAVENOSO, MATERIAL:PVC, CALIBRE:16  [P0073]"
"250976 | CAIXA INSTRUMENTAL, MATERIAL CAIXA:AÇO INOXIDÁVEL, TIPO CAIXA:COM TAMPA, COMPRIMENTO CAIXA:28,00 CM, ALTURA CAIXA:14,00 CM, LARGURA CAIXA:6,00 CM, CARACTERÍSTICAS ADICIONAIS:E ACONDICIONAMENTO","250976 | CAIXA INSTRUMENTAL, MATERIAL CAIXA:AÇO INOXIDÁVEL, TIPO CAIXA:COM TAMPA, COMPRIMENTO CAIXA:28,00 CM, ALTURA CAIXA:14,00 CM, LARGURA CAIXA:6,00 CM, CARACTERÍSTICAS ADICIONAIS:E ACONDICIONAMENTO",2,"250976 | CAIXA INSTRUMENTAL, MATERIAL CAIXA:AÇO INOXIDÁ [P0074]"
"251065 | ARMÁRIO GABINETE ODONTOLÓGICO, MATERIAL:AÇO, REVESTIMENTO:PINTURA, COR:CINZA, MATERIAL TAMPO:AÇO INOXIDÁVEL, QUANTIDADE GAVETAS:7, ALTURA:85 CM, PROFUNDIDADE:36 CM, LARGURA:47 CM, TIPO PÉS:COM RODÍZIO, APLICAÇÃO:GUARDA MATERIAL ODONTOLÓGICO","251065 | ARMÁRIO GABINETE ODONTOLÓGICO, MATERIAL:AÇO, REVESTIMENTO:PINTURA, COR:CINZA, MATERIAL TAMPO:AÇO INOXIDÁVEL, QUANTIDADE GAVETAS:7, ALTURA:85 CM, PROFUNDIDADE:36 CM, LARGURA:47 CM, TIPO PÉS:COM RODÍZIO, APLICAÇÃO:GUARDA MATERIAL ODONTOLÓGICO",1,"251065 | ARMÁRIO GABINETE ODONTOLÓGICO, MATERIAL:AÇO, R [P0075]"
"251246 | ESPÁTULA ODONTOLÓGICA, MATERIAL:AÇO INOXIDÁVEL E TITÂNIO, MODELO:DUPLO, TAMANHO:Nº 4, TIPO USO:APLICAÇÃO DE COMPOSITOS, CARACTERÍSTICAS ADICIONAIS:COM PONTA ANGULADA, COMPRIMENTO:17 CM","251246 | ESPÁTULA ODONTOLÓGICA, MATERIAL:AÇO INOXIDÁVEL E TITÂNIO, MODELO:DUPLO, TAMANHO:Nº 4, TIPO USO:APLICAÇÃO DE COMPOSITOS, CARACTERÍSTICAS ADICIONAIS:COM PONTA ANGULADA, COMPRIMENTO:17 CM",3,"251246 | ESPÁTULA ODONTOLÓGICA, MATERIAL:AÇO INOXIDÁVEL [P0076]"
"251430 | PINO - USO ODONTOLÓGICO, MATERIAL:FIBRA DE VIDRO, TIPO:INTRA-RADICULAR, APLICAÇÃO:NÚCLEO INTRA-RADICULAR, DIÂMETRO:1,0 MM","251430 | PINO - USO ODONTOLÓGICO, MATERIAL:FIBRA DE VIDRO, TIPO:INTRA-RADICULAR, APLICAÇÃO:NÚCLEO INTRA-RADICULAR, DIÂMETRO:1,0 MM",2,"251430 | PINO - USO ODONTOLÓGICO, MATERIAL:FIBRA DE VID [P0077]"
"251766 | PORTA-AGULHA, MATERIAL:AÇO INOXIDÁVEL, TIPO:CASTROVIEJO, COMPRIMENTO:16 CM","251766 | PORTA-AGULHA, MATERIAL:AÇO INOXIDÁVEL, TIPO:CASTROVIEJO, COMPRIMENTO:16 CM",1,"251766 | PORTA-AGULHA, MATERIAL:AÇO INOXIDÁVEL, TIPO:CA [P0078]"
"252661 | TUBO HOSPITALAR., MATERIAL:SILICONE, FORMATO:CIRCULAR, TIPO:LISO, ESPESSURA:6 MM, TAMANHO:Nº 203, TRANSMITÂNCIA:TRANSPARENTE, DIÂMETRO EXTERNO:10 MM, COMPRIMENTO:15 M","252661 | TUBO HOSPITALAR., MATERIAL:SILICONE, FORMATO:CIRCULAR, TIPO:LISO, ESPESSURA:6 MM, TAMANHO:Nº 203, TRANSMITÂNCIA:TRANSPARENTE, DIÂMETRO EXTERNO:10 MM, COMPRIMENTO:15 M",13,"252661 | TUBO HOSPITALAR., MATERIAL:SILICONE, FORMATO:C [P0079]"
"252895 | PINÇA ODONTOLÓGICA, MATERIAL:ACO INOXIDAVEL, TIPO:PORTA GRAMPO, TIPO PONTA:CURVO COM SULCO, CARACTERÍSTICAS ADICIONAIS:COM TRAVA, APLICAÇÃO:ISOLAMENTO ABSOLUTO RESTAURAÇÕES ODONTOLÓGICAS","252895 | PINÇA ODONTOLÓGICA, MATERIAL:ACO INOXIDAVEL, TIPO:PORTA GRAMPO, TIPO PONTA:CURVO COM SULCO, CARACTERÍSTICAS ADICIONAIS:COM TRAVA, APLICAÇÃO:ISOLAMENTO ABSOLUTO RESTAURAÇÕES ODONTOLÓGICAS",24,"252895 | PINÇA ODONTOLÓGICA, MATERIAL:ACO INOXIDAVEL, T [P0080]"
"253198 | CINZEL CIRÚRGICO, MATERIAL:AÇO INOXIDÁVEL, TIPO:CIRÚRGICO, TIPO PONTA:CURVO, MODELO:WAGNER, LARGURA:6 MM","253198 | CINZEL CIRÚRGICO, MATERIAL:AÇO INOXIDÁVEL, TIPO:CIRÚRGICO, TIPO PONTA:CURVO, MODELO:WAGNER, LARGURA:6 MM",1,"253198 | CINZEL CIRÚRGICO, MATERIAL:AÇO INOXIDÁVEL, TIP [P0081]"
"253200 | CINZEL CIRÚRGICO, MATERIAL:AÇO INOXIDÁVEL, TIPO:CIRÚRGICO, TIPO PONTA:RETO, MODELO:WAGNER, LARGURA:6 MM","253200 | CINZEL CIRÚRGICO, MATERIAL:AÇO INOXIDÁVEL, TIPO:CIRÚRGICO, TIPO PONTA:RETO, MODELO:WAGNER, LARGURA:6 MM",1,"253200 | CINZEL CIRÚRGICO, MATERIAL:AÇO INOXIDÁVEL, TIP [P0082]"
"253768 | CURETA PERIODONTAL, MATERIAL:AÇO INOXIDÁVEL, TIPO:GRACEY, MODELO:13-14","253768 | CURETA PERIODONTAL, MATERIAL:AÇO INOXIDÁVEL, TIPO:GRACEY, MODELO:13-14",3,"253768 | CURETA PERIODONTAL, MATERIAL:AÇO INOXIDÁVEL, T [P0083]"
"253769 | CURETA PERIODONTAL, MATERIAL:AÇO INOXIDÁVEL, TIPO:GRACEY, MODELO:5-6","253769 | CURETA PERIODONTAL, MATERIAL:AÇO INOXIDÁVEL, TIPO:GRACEY, MODELO:5-6",1,"253769 | CURETA PERIODONTAL, MATERIAL:AÇO INOXIDÁVEL, T [P0084]"
"253770 | CURETA PERIODONTAL, MATERIAL:AÇO INOXIDÁVEL, TIPO:GRACEY, MODELO:7-8","253770 | CURETA PERIODONTAL, MATERIAL:AÇO INOXIDÁVEL, TIPO:GRACEY, MODELO:7-8",1,"253770 | CURETA PERIODONTAL, MATERIAL:AÇO INOXIDÁVEL, T [P0085]"
"253771 | CURETA PERIODONTAL, MATERIAL:AÇO INOXIDÁVEL, TIPO:GRACEY, MODELO:11-12","253771 | CURETA PERIODONTAL, MATERIAL:AÇO INOXIDÁVEL, TIPO:GRACEY, MODELO:11-12",10,"253771 | CURETA PERIODONTAL, MATERIAL:AÇO INOXIDÁVEL, T [P0086]"
"253818 | BOTA DE UNNA, COMPOSIÇÃO:ÓXIDO DE ZINCO,ACÁCIA, GLICERINA, PETROLATO BRANCO, TAMANHO:10,16 CM X 9,14 M","253818 | BOTA DE UNNA, COMPOSIÇÃO:ÓXIDO DE ZINCO,ACÁCIA, GLICERINA, PETROLATO BRANCO, TAMANHO:10,16 CM X 9,14 M",11,"253818 | BOTA DE UNNA, COMPOSIÇÃO:ÓXIDO DE ZINCO,ACÁCIA [P0087]"
"253899 | AFASTADOR ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁVEL, TIPO:INTERPROXIMAL, MODELO:IVORY","253899 | AFASTADOR ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁVEL, TIPO:INTERPROXIMAL, MODELO:IVORY",1,"253899 | AFASTADOR ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁVE [P0088]"
"253910 | CABO BISTURI, MATERIAL:AÇO INOXIDÁVEL, TAMANHO:Nº 5, APLICAÇÃO:CIRURGIA, CARACTERÍSTICAS ADICIONAIS:ARREDONDADO COM CORPO CORRUGADO","253910 | CABO BISTURI, MATERIAL:AÇO INOXIDÁVEL, TAMANHO:Nº 5, APLICAÇÃO:CIRURGIA, CARACTERÍSTICAS ADICIONAIS:ARREDONDADO COM CORPO CORRUGADO",2,"253910 | CABO BISTURI, MATERIAL:AÇO INOXIDÁVEL, TAMANHO [P0089]"
"254343 | PORTA-AGULHA, MATERIAL:AÇO INOXIDÁVEL, TIPO:MATHIEW, COMPRIMENTO:14 CM, CARACTERÍSTICAS ADICIONAIS:COM PONTAS DE WÍDIA, FORMATO:RETO","254343 | PORTA-AGULHA, MATERIAL:AÇO INOXIDÁVEL, TIPO:MATHIEW, COMPRIMENTO:14 CM, CARACTERÍSTICAS ADICIONAIS:COM PONTAS DE WÍDIA, FORMATO:RETO",9,"254343 | PORTA-AGULHA, MATERIAL:AÇO INOXIDÁVEL, TIPO:MA [P0090]"
"254362 | BISTURI - USO ODONTOLOGICO, MATERIAL:AÇO INOXIDÁVEL, TIPO:GENGIVÓTOMO, MODELO:KIRKLANDE, ESTERILIDADE:ESTERILIZÁVEL, APLICAÇÃO:CIRURGIA PERIODENTAL","254362 | BISTURI - USO ODONTOLOGICO, MATERIAL:AÇO INOXIDÁVEL, TIPO:GENGIVÓTOMO, MODELO:KIRKLANDE, ESTERILIDADE:ESTERILIZÁVEL, APLICAÇÃO:CIRURGIA PERIODENTAL",7,"254362 | BISTURI - USO ODONTOLOGICO, MATERIAL:AÇO INOXI [P0091]"
"255097 | CÂNULA DE TRAQUEOSTOMIA, MATERIAL:PVC - CLORETO DE POLIVINILA, TIPO USO:DESCARTÁVEL, ESTERILIDADE:ESTÉRIL, DIÂMETRO INTERNO:9,50 MM, COMPONENTES:TUBO BALÃO BAIXA PRESSÃO, CONECTOR MONTADO, BALÃO, APLICAÇÃO:ANESTESIA","255097 | CÂNULA DE TRAQUEOSTOMIA, MATERIAL:PVC - CLORETO DE POLIVINILA, TIPO USO:DESCARTÁVEL, ESTERILIDADE:ESTÉRIL, DIÂMETRO INTERNO:9,50 MM, COMPONENTES:TUBO BALÃO BAIXA PRESSÃO, CONECTOR MONTADO, BALÃO, APLICAÇÃO:ANESTESIA",3,"255097 | CÂNULA DE TRAQUEOSTOMIA, MATERIAL:PVC - CLORET [P0092]"
"255098 | CÂNULA DE TRAQUEOSTOMIA, MATERIAL:PVC - CLORETO DE POLIVINILA, TIPO USO:DESCARTÁVEL, ESTERILIDADE:ESTÉRIL, DIÂMETRO INTERNO:5 MM, COMPONENTES:TUBO BALÃO BAIXA PRESSÃO, CONECTOR MONTADO, BALÃO, APLICAÇÃO:ANESTESIA","255098 | CÂNULA DE TRAQUEOSTOMIA, MATERIAL:PVC - CLORETO DE POLIVINILA, TIPO USO:DESCARTÁVEL, ESTERILIDADE:ESTÉRIL, DIÂMETRO INTERNO:5 MM, COMPONENTES:TUBO BALÃO BAIXA PRESSÃO, CONECTOR MONTADO, BALÃO, APLICAÇÃO:ANESTESIA",10,"255098 | CÂNULA DE TRAQUEOSTOMIA, MATERIAL:PVC - CLORET [P0093]"
"255099 | CÂNULA DE TRAQUEOSTOMIA, MATERIAL:PVC - CLORETO DE POLIVINILA, TIPO USO:DESCARTÁVEL, ESTERILIDADE:ESTÉRIL, DIÂMETRO INTERNO:4,50 MM, COMPONENTES:TUBO BALÃO BAIXA PRESSÃO, CONECTOR MONTADO, BALÃO, APLICAÇÃO:ANESTESIA","255099 | CÂNULA DE TRAQUEOSTOMIA, MATERIAL:PVC - CLORETO DE POLIVINILA, TIPO USO:DESCARTÁVEL, ESTERILIDADE:ESTÉRIL, DIÂMETRO INTERNO:4,50 MM, COMPONENTES:TUBO BALÃO BAIXA PRESSÃO, CONECTOR MONTADO, BALÃO, APLICAÇÃO:ANESTESIA",5,"255099 | CÂNULA DE TRAQUEOSTOMIA, MATERIAL:PVC - CLORET [P0094]"
